STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,SPECIFICATION,Specification,EMPLOYMENT,Employment,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,DECIMALS,Decimals,NOTE_YEAR_2,Note year 2,NOTE_YEAR_1,Note year 1,NOTE_SPECIFICATION_2,Note specification 2,NOTE_SPECIFICATION_1,Note specification 1,NOTE_EMPLOYMENT_2,Note Employment 2,NOTE_EMPLOYMENT_1,Note Employment 1
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2013,,76,,,,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2014,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2015,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2016,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2017,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2018,,,,l,Not available,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2019,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2020,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2021,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2022,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
DATAFLOW,LU1:DF_B3102(1.2),"Employment in the Luxembourg credit institutions, financial sector professionals and managment companies",I,A,Annual,C03,Management companies,SL06,Women,2023,,,,z,Not applicable,0,Zero,,,N01,Data may vary from CSSF annual reports due to reporting deadlines or winding-up procedures.,,,C03,"Since 2019, CSSF uses the concept of ""investment fund managers"" (authorised IFMs include the following fund managers: management companies governed by chapter 15 of the law of 17 December 2010 on undertakings for collective investment, authorised alternative investment fund managers (AIFMs) governed by the law of 12 July 2013 on alternative investment fund managers) and has adjusted the calculation of the statistics accordingly.",,,spec,- Situation at the end of period.   - Management companies acording to Chapter 13 of the law of 20 December 2002.
